(business1)
%/NN	TF:8
tips/NNS	TF:1
trend/NN	TF:1
tripled/VBD	TF:1
Tuesday/NNP	TF:1
turnaround/NN	TF:1
warned/VBD	TF:1
was/VBD	TF:1
web/NN	TF:1
week/NN	TF:2
Yahoo/NNP	TF:1
year/NN	TF:1
£46m/NN	TF:1

(business12)
%/NN	TF:4
Aceh/NNP	TF:1
aid/NN	TF:1
are/VBP	TF:1
argue/VBP	TF:1
attempted/VBN	TF:1
back/VB	TF:1
Bambang/NNP	TF:1
BBC/NNP	TF:1
be/VB	TF:1
been/VBN	TF:1
budget/NN	TF:1
Business/NNP	TF:1
came/VBD	TF:1
confirmed/VBN	TF:1
considering/VBG	TF:2
cooking/NN	TF:1
correspondent/NN	TF:1
critics/NNS	TF:1
curb/VB	TF:1
cut/VB	TF:1
cutting/VBG	TF:2
December/NNP	TF:1
Development/NNP	TF:1
direct/VB	TF:1
disaster/NN	TF:1
earthquake/NN	TF:1
excess/NN	TF:1
face/NN	TF:1
face/VBP	TF:1
families/NNS	TF:1
following/VBG	TF:1
forced/VBN	TF:2
fuel/NN	TF:7
go/VBP	TF:1
government/NN	TF:6
Harvey/NNP	TF:1
has/VBZ	TF:3
have/VBP	TF:2
help/VB	TF:1
hike/NN	TF:1
holding/VBG	TF:1
homeless/NN	TF:1
hurt/VB	TF:1
importers/NNS	TF:1
increase/VB	TF:1
indicated/VBN	TF:1
Indonesia/NNP	TF:4
Indonesians/NNPS	TF:1
Indonesians/NNS	TF:1
Indrawati/NNP	TF:1
intention/NN	TF:1
is/VBZ	TF:4
Jakarta/NNP	TF:1
January/NNP	TF:1
kerosene/NN	TF:1
led/VBN	TF:1
left/VBN	TF:1
March/NNP	TF:1
Megawati/NNP	TF:1
Millions/NNS	TF:2
Minister/NNP	TF:1
moment/NN	TF:1
money/NN	TF:1
Mulyani/NNP	TF:1
National/NNP	TF:1
October/NNP	TF:1
oil/NN	TF:1
order/NN	TF:1
pays/VBZ	TF:1
people/NNS	TF:1
Planning/NNP	TF:1
poorer/NN	TF:1
power/NN	TF:1
President/NNP	TF:3
price/NN	TF:2
prices/NNS	TF:8
programmes/NNS	TF:1
projection/NN	TF:1
protests/NNS	TF:1
quarter/NN	TF:1
question/NN	TF:1
Rachel/NNP	TF:1
raise/VB	TF:1
raising/VBG	TF:2
reaction/NN	TF:1
region/NN	TF:1
Report/NNP	TF:1
rise/NN	TF:2
rupiah/NN	TF:2
said/VBD	TF:3
says/VBZ	TF:1
shock/NN	TF:1
sooner/NN	TF:1
spend/VB	TF:1
spent/VBD	TF:1
Sri/NNP	TF:1
stabilise/VB	TF:1
stagger/VB	TF:1
state/NN	TF:1
State/NNP	TF:1
subsidies/NNS	TF:6
subsidised/VBN	TF:1
Sukarnoputri/NNP	TF:1
sum/NN	TF:1
Susilo/NNP	TF:1
time/NN	TF:1
told/VBD	TF:1
try/VBP	TF:1
tsunami/NN	TF:1
use/VBP	TF:1
wants/VBZ	TF:2
was/VBD	TF:2
were/VBD	TF:1
World/NNP	TF:1
year/NN	TF:1
years/NNS	TF:1
Yudhoyono/NNP	TF:2
£3.5bn/NNP	TF:1

(business13)
%/NN	TF:2
agreement/NN	TF:2
alliance/NN	TF:1
April/NNP	TF:1
backing/NN	TF:1
bailouts/NNS	TF:1
be/VB	TF:1
been/VBN	TF:2
boost/NN	TF:1
boosts/VBZ	TF:1
bosses/NNS	TF:1
built/VBN	TF:1
capacity/NN	TF:1
car/NN	TF:3
carmaker/NN	TF:1
cars/NNS	TF:2
catalysed/VBN	TF:1
celebrated/VBN	TF:1
chance/NN	TF:1
comes/VBZ	TF:1
companies/NNS	TF:1
company/NN	TF:1
cut/VBD	TF:1
DaimlerChrylser/NNP	TF:1
deal/NN	TF:4
decided/VBD	TF:1
diesel/NN	TF:1
engines/NNS	TF:1
executive/NN	TF:1
expect/VBP	TF:1
Falling/VBG	TF:1
faults/NNS	TF:1
firm/NN	TF:1
firms/NNS	TF:1
forecast/VBN	TF:1
forecasts/NNS	TF:1
gives/VBZ	TF:1
group/NN	TF:1
had/VBD	TF:1
half/NN	TF:1
has/VBZ	TF:4
have/VBP	TF:2
hiding/VBG	TF:1
issued/VBD	TF:1
January/NNP	TF:1
Japan/NNP	TF:2
left/VBN	TF:1
looking/VBG	TF:1
loss/NN	TF:1
maker/NN	TF:3
making/VBG	TF:1
March/NNP	TF:2
market/NN	TF:1
Memorandum/NNP	TF:1
Mitsubishi/NNP	TF:9
money/NN	TF:1
month/NN	TF:3
months/NNS	TF:1
Motor/NNP	TF:1
Motors/NNP	TF:3
Motors/NNPS	TF:2
Nishioka/NNP	TF:1
Nissan/NNP	TF:2
Peugeot/NNP	TF:5
production/NN	TF:2
profit/NN	TF:1
profits/NNS	TF:1
pump/VB	TF:1
records/NNS	TF:1
repairing/VBG	TF:1
responsibility/NN	TF:1
result/NN	TF:1
revelation/NN	TF:1
said/VBD	TF:1
sale/NN	TF:1
sales/NNS	TF:4
say/VBP	TF:1
seal/VB	TF:1
series/NN	TF:1
shareholder/NN	TF:1
shoulder/VB	TF:1
signed/VBD	TF:2
sold/VBN	TF:1
sought/VBN	TF:1
sports/NNS	TF:1
Spring/NN	TF:1
stood/VBD	TF:1
struck/VBN	TF:1
Struggling/VBG	TF:1
supply/VB	TF:2
SUV/NNP	TF:1
SUVs/NNP	TF:1
Takashi/NNP	TF:1
took/VBD	TF:1
troubles/NNS	TF:1
Understanding/NNP	TF:1
using/VBG	TF:1
utilise/VB	TF:1
utility/NN	TF:1
vehicles/NNS	TF:2
warning/VBG	TF:1
warnings/NNS	TF:1
was/VBD	TF:2
year/NN	TF:3
yen/NNS	TF:2
£2.77bn/NN	TF:1

(business14)
%/NN	TF:1
action/NN	TF:1
add/VB	TF:1
added/VBD	TF:1
advertisers/NNS	TF:1
advertising/NN	TF:2
afternoon/NN	TF:1
announced/VBN	TF:2
announcement/NN	TF:1
are/VBP	TF:7
axe/VBP	TF:1
axing/VBG	TF:1
background/NN	TF:1
ballot/NN	TF:1
Barclay/NNP	TF:1
Barry/NNP	TF:1
been/VBN	TF:1
bets/NNS	TF:1
Black/NNP	TF:1
boosting/VBG	TF:1
bought/VBN	TF:1
broadsheet/NN	TF:1
brothers/NNS	TF:1
businesses/NNS	TF:1
called/VBN	TF:1
capability/NN	TF:1
cases/NNS	TF:1
circulation/NN	TF:2
colour/NN	TF:2
colour/NNS	TF:1
colour/VBN	TF:1
come/VBP	TF:1
companies/NNS	TF:1
company/NN	TF:2
competition/NN	TF:3
Conrad/NNP	TF:1
consultation/NN	TF:2
Corp/NNP	TF:1
cuts/NNS	TF:2
Daily/NNP	TF:3
David/NNP	TF:1
Dear/NNP	TF:1
declines/NNS	TF:1
did/VBD	TF:1
discuss/VB	TF:1
disregard/NN	TF:1
employ/VBP	TF:1
enables/VBZ	TF:1
Europe/NNP	TF:1
executive/NN	TF:1
face/VB	TF:1
facilities/NNS	TF:2
Financial/NNP	TF:1
firm/NN	TF:1
Fitzpatrick/NNP	TF:2
format/NN	TF:2
Frederick/NN	TF:1
Friday/NNP	TF:1
fund/VB	TF:1
General/NNP	TF:2
go/VB	TF:1
Group/NNP	TF:3
Guardian/NNP	TF:1
had/VBD	TF:1
has/VBZ	TF:2
have/VBP	TF:7
having/VBG	TF:1
hedging/VBG	TF:1
hitting/VBG	TF:1
Hollinger/NNP	TF:1
hoping/VBG	TF:1
ignored/VBN	TF:1
improve/VB	TF:1
Independent/NNP	TF:1
International/NNP	TF:2
investing/VBG	TF:1
investment/NN	TF:1
investments/NNS	TF:1
is/VBZ	TF:3
Jeremy/NNP	TF:1
jobs/NNS	TF:2
journalist/NN	TF:1
Journalists/NNP	TF:1
Journalists/NNPS	TF:1
Journalists/NNS	TF:2
journalists/NNS	TF:2
kicked/VBD	TF:1
lifeblood/NN	TF:1
Littlewoods/NNP	TF:1
Lord/NNP	TF:1
machinery/NN	TF:1
MacLennan/NNP	TF:1
Mail/NNP	TF:1
maintaining/VBG	TF:1
make/VB	TF:1
management/NN	TF:1
Managers/NNS	TF:1
Media/NNP	TF:1
members/NNS	TF:1
met/VBD	TF:1
midday/NN	TF:1
Mirror/NNP	TF:1
Monday/NNP	TF:1
months/NNS	TF:2
moved/VBN	TF:1
Mr/NNP	TF:1
mulling/VBG	TF:1
Murdoch/NNP	TF:1
National/NNP	TF:2
needed/VBN	TF:1
News/NNP	TF:3
newspaper/NN	TF:1
newspapers/NNS	TF:5
notice/NN	TF:1
NUJ/NNP	TF:2
observe/VB	TF:1
offering/VBG	TF:1
official/NN	TF:1
owned/VBN	TF:1
page/NN	TF:1
pages/NNS	TF:2
pay/VB	TF:1
Pearson/NNP	TF:1
people/NNS	TF:1
period/NN	TF:1
planned/VBN	TF:1
planning/VBG	TF:2
plans/NNS	TF:1
plants/NNS	TF:1
print/VB	TF:1
printing/NN	TF:3
printing/VBG	TF:1
procedures/NNS	TF:2
production/NN	TF:1
publications/NNS	TF:1
publishes/VBZ	TF:1
quality/NN	TF:1
react/VB	TF:1
readers/NNS	TF:3
recall/VB	TF:1
redundancies/NNS	TF:1
redundancy/NN	TF:2
reporters/NNS	TF:1
required/VBN	TF:1
retailer/NN	TF:1
revenues/NNS	TF:2
rights/NNS	TF:1
rise/NN	TF:1
rule/VB	TF:1
sacking/VBG	TF:1
said/VBD	TF:7
sale/NN	TF:1
says/VBZ	TF:1
Secretary/NNP	TF:1
secure/VB	TF:1
seen/VBN	TF:1
shown/VBN	TF:1
shrinking/VBG	TF:1
size/NN	TF:1
staff/NN	TF:2
stood/VBD	TF:1
strike/NN	TF:2
suffered/VBN	TF:1
Sun/NNP	TF:1
Sunday/NNP	TF:2
surprise/NN	TF:1
teeth/NN	TF:1
Telegraph/NNP	TF:9
Times/NNP	TF:2
titles/NNS	TF:2
torn/VBN	TF:1
Trinity/NNP	TF:1
Trust/NNP	TF:1
twins/VBZ	TF:1
Union/NNP	TF:2
unit/NN	TF:1
was/VBD	TF:2
week/NN	TF:1
World/NNP	TF:1
year/NN	TF:1

(business15)
'bumping/VBG	TF:1
's/VBZ	TF:4
accompanied/VBN	TF:1
added/VBD	TF:2
addition/NN	TF:1
adhere/VB	TF:1
advice/NN	TF:1
agencies/NNS	TF:1
air/NN	TF:3
Air/NNP	TF:3
airline/NN	TF:2
Airline/NNP	TF:1
Airlines/NNPS	TF:1
airlines/NNS	TF:14
Airlines/NNS	TF:2
airports/NNS	TF:1
alerts/NNS	TF:1
Andy/NNP	TF:1
apply/VB	TF:1
are/VBP	TF:9
areas/NNS	TF:1
arguing/VBG	TF:1
Association/NNP	TF:3
attacked/VBN	TF:2
Barrot/NNP	TF:1
be/VB	TF:7
been/VBN	TF:1
believe/VB	TF:1
benefits/NNS	TF:1
bid/NN	TF:1
board/NN	TF:1
boarding/VBG	TF:1
bodies/NNS	TF:1
boom/NN	TF:1
budget/NN	TF:1
came/VBD	TF:1
campaign/NN	TF:1
cancellations/NNS	TF:2
cancelled/VBN	TF:2
case/NN	TF:1
cases/NNS	TF:2
Cawley/NNP	TF:1
challenges/NNS	TF:1
changes/NNS	TF:2
chief/NN	TF:1
circumstances/NNS	TF:2
claim/VB	TF:1
claims/VBZ	TF:1
Clarke/NNP	TF:3
Commission/NNP	TF:2
Commissioner/NNP	TF:1
compensation/NN	TF:10
comply/VB	TF:1
conceded/VBD	TF:1
consulted/VBN	TF:1
consumers/NNS	TF:1
control/NN	TF:1
cost/NN	TF:1
cost/VB	TF:1
costs/NNS	TF:1
cover/VB	TF:1
criticised/VBN	TF:1
customers/NNS	TF:1
decide/VB	TF:1
decided/VBD	TF:1
delayed/VBN	TF:3
delays/NNS	TF:1
demand/VB	TF:1
depending/VBG	TF:1
deputy/NN	TF:1
deter/VB	TF:1
did/VBD	TF:1
director/NN	TF:1
dispute/NN	TF:1
disrupted/VBN	TF:2
do/VBP	TF:1
EC/NNP	TF:3
ELAA/NNP	TF:1
enforcement/NN	TF:1
ERAA/NNP	TF:3
EU/NNP	TF:4
euros/NNS	TF:5
events/NNS	TF:1
example/NN	TF:1
executive/NN	TF:1
facing/VBG	TF:1
fault/NN	TF:1
fear/VBP	TF:1
fighting/VBG	TF:1
flight/NN	TF:6
flights/NNS	TF:6
force/NN	TF:1
forced/VBN	TF:1
going/VBG	TF:1
had/VBD	TF:2
happens/VBZ	TF:1
has/VBZ	TF:3
have/VB	TF:4
have/VBP	TF:3
hours/NNS	TF:1
IATA/NNP	TF:1
include/VB	TF:1
including/VBG	TF:1
increase/VB	TF:1
inform/VB	TF:1
information/NN	TF:1
International/NNP	TF:1
is/VBZ	TF:5
Jacques/NNP	TF:1
journeys/NNS	TF:2
land/NN	TF:1
launched/VBN	TF:1
lead/VB	TF:1
leads/VBZ	TF:1
legislation/NN	TF:3
length/NN	TF:1
levels/NNS	TF:1
lives/NNS	TF:1
loaded/VBN	TF:1
Low-cost/NNP	TF:1
Low-fare/NNP	TF:1
making/VBG	TF:1
Marja/NNP	TF:1
means/VBZ	TF:1
Michael/NNP	TF:1
misleads/VBZ	TF:1
money/NN	TF:2
moved/VBN	TF:1
Mr/NNP	TF:2
needs/NNS	TF:1
New/NNP	TF:2
obliged/VBN	TF:1
offer/VB	TF:4
operators/NNS	TF:2
overbooking/NN	TF:1
overbooking/VBG	TF:2
Overbooking/VBG	TF:1
package/NN	TF:1
paid/VBN	TF:2
passed/VBN	TF:1
passenger/NN	TF:4
passengers/NNS	TF:12
pay-out/NN	TF:1
payouts/NNS	TF:1
people/NNS	TF:1
piece/NN	TF:2
president/NN	TF:1
prices/NNS	TF:1
programme/NN	TF:1
protection/NN	TF:1
push/VB	TF:1
Quillinan-Meiland/NNP	TF:1
Radio/NNP	TF:1
reckon/VBP	TF:1
regime/NN	TF:1
Regions/NNP	TF:1
right/NN	TF:1
rights/NNS	TF:2
rules/NNS	TF:3
Ryanair/NNP	TF:1
said/VBD	TF:5
saying/VBG	TF:1
scheduled/VBD	TF:1
scheduled/VBN	TF:1
security/NN	TF:1
set/VBD	TF:1
spokeswoman/NN	TF:1
stopped/VBN	TF:1
strikes/NNS	TF:1
take/VB	TF:1
take/VBP	TF:1
technology/NN	TF:1
Thursday/NNP	TF:1
ticket/NN	TF:1
Today/NN	TF:1
told/VBD	TF:1
transfer/NN	TF:1
transport/NN	TF:1
Transport/NNP	TF:2
travel/NN	TF:2
Union/NNP	TF:1
vice/NN	TF:1
warned/VBD	TF:1
weather/NN	TF:3
Wednesday/NNP	TF:1
were/VBD	TF:4
win/VBP	TF:1
year/NN	TF:1
£173/NN	TF:1

(business16)
%/NN	TF:7
A/NNP	TF:1
are/VBP	TF:2
banking/NN	TF:1
be/VB	TF:3
booming/VBG	TF:1
break/VB	TF:1
breakneck/NN	TF:1
cheap/VBN	TF:1
China/NNP	TF:6
clamping/VBG	TF:1
continue/VB	TF:1
continues/VBZ	TF:1
controls/NNS	TF:1
credit/NN	TF:3
curbs/NN	TF:1
decline/NN	TF:1
demand/NN	TF:1
do/VBP	TF:1
does/VBZ	TF:1
dollar/NN	TF:1
economy/NN	TF:2
effect/NN	TF:1
efforts/NNS	TF:1
energy/NN	TF:1
exchange/NN	TF:1
expansion/NN	TF:2
exports/NNS	TF:1
extent/NN	TF:1
factors/NNS	TF:1
fears/VBZ	TF:1
February/NNP	TF:1
fragile/NN	TF:1
government/NN	TF:1
grew/VBD	TF:1
growing/VBG	TF:1
growth/NN	TF:2
Growth/NNP	TF:1
has/VBZ	TF:4
Industrial/NNP	TF:1
inflation/NN	TF:1
insist/VB	TF:1
introduced/VBN	TF:1
investment/NN	TF:1
is/VBZ	TF:2
keeps/NNS	TF:1
kept/VBN	TF:2
landing/NN	TF:1
lead/VB	TF:1
level/NN	TF:1
link/NN	TF:1
manufacturing/NN	TF:1
markets/NNS	TF:1
mean/VB	TF:1
means/VBZ	TF:2
media/NNS	TF:1
October/NNP	TF:1
oil/NN	TF:1
output/NN	TF:1
overbalancing/VBG	TF:1
overheating/VBG	TF:1
overshoot/NN	TF:1
pace/NN	TF:1
peg/NN	TF:1
pegged/VBN	TF:1
placed/VBN	TF:1
pressure/NN	TF:1
prices/NNS	TF:2
rate/NN	TF:2
rein/NN	TF:1
remains/VBZ	TF:1
report/NN	TF:1
risk/NN	TF:1
sales/NNS	TF:1
sector/NN	TF:1
seem/VB	TF:1
seems/VBZ	TF:1
shape/NN	TF:1
shift/VB	TF:1
slowed/VBD	TF:1
soaring/VBG	TF:1
state/NN	TF:1
stop/VB	TF:1
stress/NN	TF:1
system/NN	TF:1
taking/VBG	TF:1
target/NN	TF:1
theory/NN	TF:1
tooling-up/NN	TF:1
ward/VB	TF:1
were/VBD	TF:2
world/NN	TF:2
year/NN	TF:5
yuan/NN	TF:1

(business17)
accounts/NNS	TF:1
action/NN	TF:1
administrator/NN	TF:1
advisors/NNS	TF:1
are/VBP	TF:1
auditors/NNS	TF:1
banker/NN	TF:1
bankruptcy/NN	TF:1
banks/NNS	TF:1
been/VBN	TF:1
boasts/NNS	TF:1
bond/NN	TF:1
Bondi/NNP	TF:2
brands/NNS	TF:1
bring/VB	TF:1
broke/VBD	TF:1
brought/VBD	TF:1
cases/NNS	TF:1
centre/NN	TF:1
company/NN	TF:5
continued/VBN	TF:1
damages/NNS	TF:1
deal/NN	TF:1
debt/NN	TF:1
December/NNP	TF:1
disclosing/VBG	TF:1
doubled/VBD	TF:1
doubling/VBG	TF:1
earnings/NNS	TF:1
Enrico/NNP	TF:1
Europe/NNP	TF:1
euros/NNS	TF:5
expert/NN	TF:1
factor/NN	TF:1
falling/VBG	TF:1
fined/VBN	TF:1
firm/NN	TF:2
food/NN	TF:1
future/NN	TF:1
group/NN	TF:1
had/VBD	TF:1
has/VBZ	TF:3
have/VBP	TF:2
having/VBG	TF:1
hole/NN	TF:1
is/VBZ	TF:3
Italy/NNP	TF:1
lost/VBN	TF:1
management/NN	TF:1
mass/NN	TF:1
Morgan/NNP	TF:1
Mr/NNP	TF:1
news/NN	TF:1
number/NN	TF:1
Parmalat/NNP	TF:1
perform/VB	TF:1
period/NN	TF:1
position/NN	TF:1
proceeding/VBG	TF:1
profit/NN	TF:1
profits/NNS	TF:1
protection/NN	TF:1
quarter/NN	TF:1
relating/VBG	TF:1
reported/VBN	TF:1
return/VB	TF:1
revenue/NN	TF:1
rules/NNS	TF:1
scandal/NN	TF:1
scandals/NNS	TF:1
sought/VBD	TF:1
Stanley/NNP	TF:1
sued/VBD	TF:1
sued/VBN	TF:2
takeover/NN	TF:1
Tuesday/NNP	TF:1
turnaround/NN	TF:1
unwinding/NN	TF:1
violated/VBN	TF:1
was/VBD	TF:1
were/VBD	TF:1
years/NNS	TF:1
£53m/NN	TF:1

(business18)
%/NN	TF:1
'BB+/VB	TF:1
'BBB-/NNP	TF:1
assets/NNS	TF:1
Baweja/NNP	TF:1
Bhanu/NNP	TF:1
borrowers/NNS	TF:1
buoying/VBG	TF:1
cash/NN	TF:1
climbed/VBD	TF:1
close/NN	TF:1
come/VB	TF:1
country/NN	TF:1
creditworthiness/NN	TF:1
currency/NN	TF:3
dollar/NN	TF:1
Egypt/NNP	TF:1
El/NNP	TF:1
excuse/NN	TF:1
expected/VBN	TF:1
flow/VB	TF:1
gained/VBN	TF:1
gamble/NN	TF:1
grade/NN	TF:1
has/VBZ	TF:4
high/NN	TF:1
hit/VBN	TF:1
hits/NNS	TF:1
increase/NN	TF:1
India/NNP	TF:6
investment/NN	TF:1
is/VBZ	TF:3
January/NNP	TF:1
Korea/NNP	TF:1
lead/VB	TF:1
level/NN	TF:2
lifted/VBD	TF:1
markets/NNS	TF:2
Money/NNP	TF:1
moved/VBN	TF:1
notch/NN	TF:2
P/NNP	TF:2
people/NNS	TF:1
Poor/NNP	TF:1
put/VBN	TF:1
raised/VBD	TF:1
rates/NNS	TF:1
rating/NN	TF:3
reversal/NN	TF:1
Romania/NNP	TF:1
rupee/NN	TF:3
Russia/NNP	TF:1
S/NNP	TF:2
said/VBD	TF:1
Salvador/NNP	TF:1
seen/VBN	TF:1
sessions/NNS	TF:1
Standard/NNP	TF:1
starts/VBZ	TF:1
strategist/NN	TF:1
Thailand/NNP	TF:1
Thursday/NNP	TF:1
UBS/NNP	TF:1
upgrade/NN	TF:2
US/NNP	TF:1
use/VB	TF:1
weeks/NNS	TF:1

(business19)
%/NN	TF:4
access/NN	TF:1
added/VBD	TF:2
allied/VBN	TF:1
analyst/NN	TF:1
Analysts/NNS	TF:1
approval/NN	TF:1
are/VBP	TF:1
bank/NN	TF:1
be/VB	TF:1
Bharti/NNP	TF:1
carriers/NNS	TF:1
coalition/NN	TF:1
come/VB	TF:1
Communications/NNP	TF:1
communist/NN	TF:1
community/NN	TF:1
companies/NNS	TF:2
coupled/VBD	TF:1
Dayanidhi/NNP	TF:1
decision/NN	TF:2
Desai/NNP	TF:1
development/NN	TF:1
dominated/VBN	TF:1
Ernst/NNP	TF:1
Essar/NNP	TF:1
executive/NN	TF:1
faced/VBD	TF:1
FDI/NNP	TF:1
forecast/VBN	TF:1
fund/VB	TF:1
Gartner/NNP	TF:1
give/VBP	TF:1
government/NN	TF:3
group/NN	TF:2
grow/VB	TF:1
growth/NN	TF:2
has/VBZ	TF:4
have/VBP	TF:1
headed/VBN	TF:1
held/VBN	TF:1
Hong/NNP	TF:1
hopes/VBZ	TF:1
Hutchison/NNP	TF:1
ignite/VB	TF:1
increase/VB	TF:1
increase/VBP	TF:1
India/NNP	TF:3
Indians/NNPS	TF:1
industry/NN	TF:1
interest/NN	TF:1
investment/NN	TF:4
Investment/NNP	TF:1
investors/NNS	TF:3
is/VBZ	TF:5
Key/NNP	TF:1
Kobita/NNP	TF:1
limit/NN	TF:2
linked/VBN	TF:1
looking/VBG	TF:1
Manmohan/NNP	TF:1
Maran/NNP	TF:3
market/NN	TF:5
Mehta/NNP	TF:1
Minister/NNP	TF:2
mobile/NN	TF:1
Morgan/NNP	TF:1
Mr/NNP	TF:2
need/NN	TF:1
need/VB	TF:1
need/VBP	TF:1
number/NN	TF:1
officer/NN	TF:2
opposition/NN	TF:1
part/NN	TF:1
parties/NNS	TF:1
positions/NNS	TF:1
Potential/NNP	TF:1
Prime/NNP	TF:1
raise/VB	TF:1
raised/VBN	TF:1
relaxation/NN	TF:1
said/VBD	TF:4
Sanjay/NNP	TF:1
Singapore/NNP	TF:1
Singh/NNP	TF:1
stake/NN	TF:1
Stanley/NNP	TF:1
Sterling/NNP	TF:1
support/NN	TF:1
take/VB	TF:1
Tata/NNP	TF:1
technology/NN	TF:1
Telecom/NNP	TF:1
telecommunication/NN	TF:1
telecoms/NN	TF:1
telecoms/VB	TF:1
Televentures/NNP	TF:1
users/NNS	TF:1
view/NN	TF:1
welcomed/VBN	TF:1
Whampoa/NNP	TF:1
widens/VBZ	TF:1
year/NN	TF:1
Young/NNP	TF:1
£10.6bn/NN	TF:1

(business20)
%/NN	TF:7
'always/NNS	TF:1
abandoning/VBG	TF:1
accounts/NNS	TF:1
Africa/NNP	TF:1
agents/NNS	TF:2
alarming/NN	TF:1
America/NNP	TF:1
are/VBP	TF:13
Are/VBP	TF:1
argue/VBP	TF:1
automated/VBD	TF:1
average/NN	TF:1
based/VBN	TF:2
be/VB	TF:1
behalf/NN	TF:1
believes/VBZ	TF:1
blame/VB	TF:1
brand/NN	TF:1
business/NN	TF:1
call/NN	TF:12
Call/VB	TF:1
call/VB	TF:4
callers/NNS	TF:2
calling/VBG	TF:1
calls/NNS	TF:4
calls/VBZ	TF:1
canned/VBN	TF:1
Cara/NNP	TF:1
cards/NNS	TF:1
centre/NN	TF:7
centres/NNS	TF:12
churn/NN	TF:1
closing/NN	TF:1
comes/VBZ	TF:1
commissioned/VBD	TF:1
companies/NNS	TF:2
conducted/VBN	TF:1
consideration/NN	TF:1
considerations/NNS	TF:1
continents/NNS	TF:1
core/NN	TF:1
cost/NN	TF:1
countries/NNS	TF:4
credit/NN	TF:1
customer/NN	TF:1
Customers/NNS	TF:2
customers/NNS	TF:6
damage/VB	TF:1
Data/NNP	TF:3
days/NNS	TF:1
deal/VB	TF:1
decide/VBP	TF:1
developing/VBG	TF:1
development/NN	TF:1
did/VBD	TF:1
Diemont/NNP	TF:5
differences/NNS	TF:1
Dimension/NNP	TF:3
do/VBP	TF:1
drive/NN	TF:1
driven/VBN	TF:1
drop/NN	TF:1
equation/NN	TF:1
equipped/VBN	TF:1
Europe/NNP	TF:1
experiences/NNS	TF:1
fact/NN	TF:1
fear/VBP	TF:1
fell/VBD	TF:1
firm/NN	TF:1
firms/NNS	TF:1
forces/NNS	TF:1
found/VBD	TF:1
frustrates/VBZ	TF:1
function/NN	TF:1
get/VB	TF:2
getting/VBG	TF:2
give/VBP	TF:2
going/VBG	TF:2
Greensleeves/NNPS	TF:1
growing/VBG	TF:2
Half/NN	TF:1
hand-in-hand/NN	TF:1
hang/NN	TF:1
hang/VB	TF:1
have/VB	TF:1
have/VBP	TF:4
idea/NN	TF:1
impatient/NN	TF:1
increase/NN	TF:1
increased/VBN	TF:1
India/NNP	TF:1
induction/NN	TF:1
industry/NN	TF:1
insurance/NN	TF:1
is/VBZ	TF:12
IT/NNP	TF:1
job/NN	TF:1
join/VBP	TF:1
lack/NN	TF:1
leaving/VBG	TF:1
line/NN	TF:1
listen/VB	TF:1
listening/VBG	TF:1
looked/VBN	TF:1
make/VB	TF:1
making/VBG	TF:1
management/NN	TF:1
manager/NN	TF:1
message/NN	TF:2
messages/NNS	TF:1
money/NN	TF:2
mortgages/NNS	TF:1
move/NN	TF:2
Ms/NNP	TF:4
music/NN	TF:1
North/NNP	TF:1
number/NN	TF:3
occurring/VBG	TF:1
offer/VBP	TF:1
offshore/VB	TF:2
offshoring/VBG	TF:2
operations/NNS	TF:3
options/NNS	TF:1
outsourcing/VBG	TF:2
part/NN	TF:1
passed/VBN	TF:1
patience/NN	TF:3
pay/VB	TF:1
perform/VBP	TF:1
person/NN	TF:1
phone/NN	TF:1
phones/NNS	TF:1
pick/VB	TF:1
place/NN	TF:1
plans/NNS	TF:1
polled/VBN	TF:1
Poor/NNP	TF:1
prepare/NN	TF:1
Problems/NNS	TF:1
processes/NNS	TF:1
quarter/NN	TF:1
query/NN	TF:2
questionnaires/NNS	TF:1
quicker/NN	TF:1
range/NN	TF:1
rate/NN	TF:3
rates/NNS	TF:2
reason/NN	TF:1
reasons/NNS	TF:1
record/NN	TF:1
reflection/NN	TF:1
relocating/VBG	TF:1
Resolution/NN	TF:1
resolution/NN	TF:2
resolved/VBN	TF:1
response/NN	TF:1
responsibility/NN	TF:1
result/NN	TF:1
rise/VBP	TF:1
risk/NN	TF:1
running/VBG	TF:1
satisfaction/NN	TF:1
saving/VBG	TF:1
saw/VBD	TF:1
say/VBP	TF:1
says/VBZ	TF:6
seconds/NNS	TF:1
skills/NNS	TF:1
society/NN	TF:1
solution/NN	TF:1
South/NNP	TF:1
specialist/NN	TF:1
staff/NN	TF:1
Suggestions/NNS	TF:1
suggests/VBZ	TF:1
Sunovate/NNP	TF:1
surge/NN	TF:1
survey/NN	TF:5
systems/NNS	TF:1
taken/VBN	TF:1
target/NN	TF:1
tasks/NNS	TF:1
throwing/VBG	TF:1
time/NN	TF:2
towel/NN	TF:1
training/NN	TF:3
training/VBG	TF:1
trying/VBG	TF:2
turn/NN	TF:1
two-thirds/NNS	TF:1
used/VBN	TF:1
users/NNS	TF:1
using/VBG	TF:1
Vivaldi/NNP	TF:1
wait/NN	TF:1
want/VB	TF:1
warns/NNS	TF:1
was/VBD	TF:1
way/NN	TF:1
work/VBP	TF:1
worker/NN	TF:1
workers/NNS	TF:3
world/NN	TF:1
year/NN	TF:4

(business21)
activities/NNS	TF:1
added/VBD	TF:1
Advisors/NNS	TF:1
